,nominee_type,year,winner,award,title
680,film,2020,True,Best Motion Picture – Non-English Language,Parasite
681,people,2020,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Margot Robbie
682,film,2020,False,Best Motion Picture – Non-English Language,Portrait of a Lady on Fire
683,people,2020,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates
684,people,2019,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
685,people,2019,False,Best Performance by an Actor in a Motion Picture - Drama,Lucas Hedges
686,people,2019,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Douglas
687,people,2019,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Carrey
688,people,2019,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Sacha Baron Cohen
689,people,2019,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Debra Messing
690,people,2019,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan
691,people,2019,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie
692,people,2019,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Kristen Bell
693,people,2019,False,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys
694,people,2019,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Laura Dern
695,people,2019,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Connie Britton
696,people,2019,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Antonio Banderas
697,people,2019,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Daniel Brühl
698,people,2019,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Darren Criss
699,people,2019,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Benedict Cumberbatch
700,people,2019,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Regina King
701,people,2019,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Amy Adams
702,people,2019,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Patricia Arquette
703,people,2019,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Bill Hader
704,people,2019,True,Best Performance by an Actor in a Motion Picture - Drama,Rami Malek
705,people,2019,False,Best Performance by an Actor in a Motion Picture - Drama,John David Washington
706,people,2019,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Whishaw
707,people,2019,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edgar Ramírez
708,people,2019,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kieran Culkin
709,people,2019,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Arkin
710,people,2019,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Yvonne Strahovski
711,people,2019,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandiwe Newton
712,people,2019,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Penélope Cruz
713,people,2019,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Patricia Clarkson
714,people,2019,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt
715,people,2019,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Colman
716,people,2019,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Elsie Fisher
717,people,2019,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron
718,people,2019,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Constance Wu
719,people,2019,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale
720,people,2019,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lin-Manuel Miranda
721,people,2019,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alex Borstein
722,people,2019,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover
723,people,2019,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Hugh Grant
724,film,2019,False,Best Motion Picture - Animated,Ralph Breaks the Internet
725,people,2019,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Henry Winkler
726,people,2019,False,Best Screenplay - Motion Picture,Barry Jenkins
727,people,2019,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Timothée Chalamet
728,people,2019,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Adam Driver
729,people,2019,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Grant
730,people,2019,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell
731,people,2019,False,Best Director - Motion Picture,Bradley Cooper
732,people,2019,True,Best Director - Motion Picture,Alfonso Cuarón
733,people,2019,False,Best Director - Motion Picture,Peter Farrelly
734,people,2019,False,Best Director - Motion Picture,Spike Lee
735,people,2019,False,Best Director - Motion Picture,Adam McKay
736,people,2019,False,Best Screenplay - Motion Picture,Alfonso Cuarón
737,people,2019,False,Best Screenplay - Motion Picture,Deborah Davis
738,people,2019,False,Best Screenplay - Motion Picture,Adam McKay
739,film,2019,False,Best Motion Picture - Drama,Black Panther
740,people,2019,True,Best Screenplay - Motion Picture,Nick Vallelonga
741,people,2019,False,Best Original Score - Motion Picture,Marco Beltrami
742,people,2019,False,Best Original Score - Motion Picture,Alexandre Desplat
743,people,2019,False,Best Original Score - Motion Picture,Ludwig Göransson
744,people,2019,True,Best Original Score - Motion Picture,Justin Hurwitz
745,people,2019,False,Best Original Score - Motion Picture,Marc Shaiman
746,song,2019,False,Best Original Song - Motion Picture,All The Stars
747,song,2019,False,Best Original Song - Motion Picture,Girl in the Movies
748,song,2019,False,Best Original Song - Motion Picture,Requiem For A Private War
749,song,2019,False,Best Original Song - Motion Picture,Revelation
750,song,2019,True,Best Original Song - Motion Picture,Shallow
751,people,2019,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali
752,people,2019,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rachel Weisz
753,people,2019,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone
754,people,2019,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Regina King
755,film,2019,False,Best Motion Picture - Drama,BlacKkKlansman
756,film,2019,True,Best Motion Picture - Drama,Bohemian Rhapsody
757,film,2019,False,Best Motion Picture - Drama,If Beale Street Could Talk
758,film,2019,False,Best Motion Picture - Drama,"Star Is Born, A (2018)"
759,film,2019,False,Best Motion Picture - Musical or Comedy,Crazy Rich Asians
760,film,2019,False,Best Motion Picture - Musical or Comedy,The Favourite
761,film,2019,True,Best Motion Picture - Musical or Comedy,Green Book
762,film,2019,False,Best Motion Picture - Musical or Comedy,Mary Poppins Returns
763,film,2019,False,Best Motion Picture - Musical or Comedy,Vice
764,film,2019,False,Best Motion Picture - Animated,Incredibles 2
765,film,2019,False,Best Motion Picture - Animated,Isle of Dogs
766,film,2019,False,Best Motion Picture - Animated,Mirai
767,people,2019,True,Best Performance by an Actor In A Television Series - Drama,Richard Madden
768,film,2019,True,Best Motion Picture - Animated,Spider-Man: Into the Spider-Verse
769,film,2019,False,Best Motion Picture – Non-English Language,Capernaum
770,film,2019,False,Best Motion Picture – Non-English Language,Girl
771,film,2019,False,Best Motion Picture – Non-English Language,Never Look Away
772,film,2019,True,Best Motion Picture – Non-English Language,Roma
773,people,2019,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Viggo Mortensen
774,people,2019,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Redford
775,people,2019,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly
776,people,2019,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams
777,people,2019,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Claire Foy
778,people,2019,False,Best Performance by an Actor In A Television Series - Drama,Billy Porter
779,people,2019,False,Best Performance by an Actor In A Television Series - Drama,Jason Bateman
780,people,2019,False,Best Performance by an Actor In A Television Series - Drama,Stephan James
781,tv-show,2019,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Alienist
782,tv-show,2019,True,Best Television Series - Musical or Comedy,The Kominsky Method
783,tv-show,2019,False,Best Television Series - Musical or Comedy,Kidding
784,tv-show,2019,False,Best Television Series - Musical or Comedy,The Good Place
785,tv-show,2019,False,Best Television Series - Musical or Comedy,Barry
786,tv-show,2019,False,Best Television Series - Drama,Pose
787,tv-show,2019,False,Best Television Series - Drama,Killing Eve
788,people,2019,False,Best Performance by an Actor in a Motion Picture - Drama,Willem Dafoe
789,people,2019,False,Best Performance by an Actor in a Motion Picture - Drama,Bradley Cooper
790,people,2019,False,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike
791,people,2019,False,Best Performance by an Actress in a Motion Picture - Drama,Melissa McCarthy
792,tv-show,2019,False,Best Television Series - Drama,Homecoming
793,tv-show,2019,False,Best Television Series - Drama,Bodyguard
794,tv-show,2019,True,Best Television Series - Drama,The Americans
795,film,2019,False,Best Motion Picture – Non-English Language,Shoplifters
796,people,2019,False,Best Performance by an Actress in a Motion Picture - Drama,Lady Gaga
797,people,2019,False,Best Performance by an Actress In A Television Series - Drama,Keri Russell
798,people,2019,False,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman
799,tv-show,2019,False,Best Television Series - Musical or Comedy,The Marvelous Mrs. Maisel
800,people,2019,True,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close
801,tv-show,2019,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Assassination of Gianni Versace: American Crime Story
802,people,2019,False,Best Performance by an Actress In A Television Series - Drama,Julia Roberts
803,people,2019,True,Best Performance by an Actress In A Television Series - Drama,Sandra Oh
804,people,2019,False,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe
805,tv-show,2019,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television","Very English Scandal, A"
806,tv-show,2019,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Sharp Objects
807,tv-show,2019,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Escape at Dannemora
808,people,2019,False,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss
809,tv-show,2018,False,Best Television Series - Musical or Comedy,Will & Grace
810,people,2018,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie
811,people,2018,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae
812,people,2018,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Frankie Shaw
813,people,2018,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari
814,people,2018,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Bacon
815,people,2018,False,Best Performance by an Actor in a Television Series - Musical or Comedy,William Macy
816,people,2018,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Eric McCormack
817,people,2018,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jessica Biel
818,people,2018,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Nicole Kidman
819,people,2018,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jessica Lange
820,people,2018,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Susan Sarandon
821,people,2018,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Reese Witherspoon
822,people,2018,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Robert De Niro
823,people,2018,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jude Law
824,people,2018,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kyle MacLachlan
825,people,2018,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Ewan McGregor
826,people,2018,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Geoffrey Rush
827,people,2018,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Dern
828,people,2018,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ann Dowd
829,people,2018,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz
830,people,2018,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan
831,people,2018,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Pamela Adlon
832,tv-show,2018,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Big Little Lies
833,people,2018,False,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber
834,tv-show,2018,False,Best Television Series - Musical or Comedy,SMILF
835,tv-show,2018,False,Best Television Series - Musical or Comedy,Master of None
836,tv-show,2018,True,Best Television Series - Musical or Comedy,The Marvelous Mrs. Maisel
837,tv-show,2018,False,Best Television Series - Drama,This Is Us
838,tv-show,2018,False,Best Television Series - Drama,Stranger Things
839,tv-show,2018,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Fargo
840,tv-show,2018,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Feud: Bette And Joan
841,tv-show,2018,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Sinner
842,tv-show,2018,True,Best Television Series - Drama,The Handmaid's Tale
843,tv-show,2018,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Top of The Lake: China Girl
844,people,2018,False,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe
845,people,2018,False,Best Performance by an Actress In A Television Series - Drama,Claire Foy
846,people,2018,False,Best Performance by an Actress In A Television Series - Drama,Maggie Gyllenhaal
847,people,2018,False,Best Performance by an Actress In A Television Series - Drama,Katherine Langford
848,people,2018,True,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss
849,people,2018,False,Best Performance by an Actor In A Television Series - Drama,Jason Bateman
850,people,2018,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Pfeiffer
851,people,2018,False,Best Performance by an Actor In A Television Series - Drama,Freddie Highmore
852,people,2018,False,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk
853,people,2018,True,Best Performance by an Actor In A Television Series - Drama,Sterling Brown
854,people,2018,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Harbour
855,people,2018,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shailene Woodley
856,tv-show,2018,False,Best Television Series - Drama,The Crown
857,people,2018,False,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain
858,people,2018,False,Best Performance by an Actress in a Motion Picture - Drama,Sally Hawkins
859,people,2018,True,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand
860,people,2018,False,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep
861,people,2018,False,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams
862,people,2018,False,Best Performance by an Actor in a Motion Picture - Drama,Timothée Chalamet
863,people,2018,False,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis
864,people,2018,False,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks
865,people,2018,True,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman
866,people,2018,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
867,people,2018,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench
868,people,2018,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren
869,people,2018,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie
870,people,2018,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Saoirse Ronan
871,people,2018,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone
872,people,2018,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell
873,people,2018,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ansel Elgort
874,people,2018,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco
875,people,2018,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary Blige
876,people,2018,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Kaluuya
877,people,2018,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman
878,film,2018,False,Best Motion Picture – Non-English Language,The Square
879,film,2018,False,Best Motion Picture – Non-English Language,Loveless
880,film,2018,True,Best Motion Picture – Non-English Language,In The Fade
881,film,2018,False,Best Motion Picture - Musical or Comedy,The Disaster Artist
882,people,2018,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alfred Molina
883,people,2018,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater
884,people,2018,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alexander Skarsgård
885,people,2018,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Thewlis
886,film,2018,False,Best Motion Picture - Drama,Call Me By Your Name
887,film,2018,False,Best Motion Picture - Drama,Dunkirk
888,film,2018,False,Best Motion Picture - Drama,The Post
889,film,2018,False,Best Motion Picture - Drama,The Shape of Water
890,film,2018,True,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri"
891,film,2018,False,Best Motion Picture - Musical or Comedy,Get Out
892,film,2018,False,Best Motion Picture – Non-English Language,First They Killed My Father
893,film,2018,False,Best Motion Picture - Musical or Comedy,The Greatest Showman
894,film,2018,False,Best Motion Picture - Musical or Comedy,"I, Tonya"
895,film,2018,True,Best Motion Picture - Musical or Comedy,Lady Bird
896,film,2018,False,Best Motion Picture - Animated,The Boss Baby
897,film,2018,False,Best Motion Picture - Animated,The Breadwinner
898,film,2018,True,Best Motion Picture - Animated,Coco
899,film,2018,False,Best Motion Picture - Animated,Ferdinand
900,film,2018,False,Best Motion Picture - Animated,Loving Vincent
901,film,2018,False,Best Motion Picture – Non-English Language,A Fantastic Woman
902,tv-show,2018,False,Best Television Series - Drama,Game of Thrones
903,people,2018,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer
904,people,2018,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hong Chau
905,people,2018,False,Best Screenplay - Motion Picture,Aaron Sorkin
906,people,2018,False,Best Director - Motion Picture,Ridley Scott
907,people,2018,False,Best Director - Motion Picture,Steven Spielberg
908,people,2018,False,Best Screenplay - Motion Picture,Guillermo Del Toro
909,people,2018,False,Best Screenplay - Motion Picture,Greta Gerwig
910,people,2018,False,Best Screenplay - Motion Picture,Liz Hannah
911,people,2018,True,Best Screenplay - Motion Picture,Martin McDonagh
912,people,2018,False,Best Original Score - Motion Picture,Carter Burwell
913,people,2018,False,Best Director - Motion Picture,Martin McDonagh
914,people,2018,False,Best Original Score - Motion Picture,Jonny Greenwood
915,tv-show,2018,False,Best Television Series - Musical or Comedy,Barry
916,film,2018,False,Best Motion Picture - Animated,Incredibles 2
917,film,2018,False,Best Motion Picture - Animated,Ralph Breaks the Internet
918,people,2018,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Allison Janney
919,people,2018,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson
920,people,2018,False,Best Director - Motion Picture,Christopher Nolan
921,people,2018,True,Best Original Score - Motion Picture,Alexandre Desplat
922,people,2018,False,Best Original Score - Motion Picture,John Williams
923,people,2018,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell
924,people,2018,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Jenkins
925,people,2018,False,Best Original Score - Motion Picture,Hans Zimmer
926,tv-show,2018,False,Best Television Series - Musical or Comedy,Black-ish
927,people,2018,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laurie Metcalf
928,people,2018,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe
929,people,2018,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer
930,people,2018,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armie Hammer
931,people,2018,True,Best Director - Motion Picture,Guillermo Del Toro
932,song,2018,True,Best Original Song - Motion Picture,This Is Me
933,song,2018,False,Best Original Song - Motion Picture,The Star
934,song,2018,False,Best Original Song - Motion Picture,Remember Me
935,song,2018,False,Best Original Song - Motion Picture,Mighty River
936,song,2018,False,Best Original Song - Motion Picture,Home
937,people,2017,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling
938,people,2017,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant
939,people,2017,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Reynolds
940,people,2017,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sterling Brown
941,people,2017,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hugh Laurie
942,people,2017,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Lithgow
943,people,2017,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater
944,people,2017,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Travolta
945,people,2017,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali
946,people,2017,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonah Hill
947,people,2017,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Aaron Taylor-Johnson
948,people,2017,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeff Bridges
949,people,2017,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Simon Helberg
950,people,2017,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dev Patel
951,people,2017,False,Best Performance by an Actor In A Television Series - Drama,Rami Malek
952,people,2017,False,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk
953,people,2017,True,Best Director - Motion Picture,Damien Chazelle
954,people,2017,False,Best Director - Motion Picture,Tom Ford
955,people,2017,False,Best Director - Motion Picture,Mel Gibson
956,people,2017,False,Best Director - Motion Picture,Barry Jenkins
957,people,2017,False,Best Director - Motion Picture,Kenneth Lonergan
958,film,2017,False,Best Motion Picture - Animated,Kubo and the Two Strings
959,film,2017,False,Best Motion Picture - Animated,My Life as a Zucchini
960,film,2017,False,Best Motion Picture - Animated,Moana
961,film,2017,True,Best Motion Picture – Non-English Language,Elle
962,film,2017,False,Best Motion Picture - Animated,Sing
963,film,2017,False,Best Motion Picture – Non-English Language,Neruda
964,film,2017,False,Best Motion Picture – Non-English Language,Toni Erdmann
965,film,2017,False,Best Motion Picture - Musical or Comedy,20th Century Women
966,film,2017,False,Best Motion Picture - Musical or Comedy,Deadpool
967,film,2017,False,Best Motion Picture - Musical or Comedy,Florence Foster Jenkins
968,film,2017,True,Best Motion Picture - Musical or Comedy,La La Land
969,film,2017,False,Best Motion Picture - Musical or Comedy,Sing Street
970,song,2017,False,Best Original Song - Motion Picture,How Far I'll Go
971,song,2017,False,Best Original Song - Motion Picture,Gold
972,song,2017,False,Best Original Song - Motion Picture,Faith
973,song,2017,True,Best Original Song - Motion Picture,City of Stars
974,song,2017,False,Best Original Song - Motion Picture,Can't Stop the Feeling!
975,people,2017,False,Best Original Score - Motion Picture,Hans Zimmer
976,people,2017,False,Best Original Score - Motion Picture,Jóhann Jóhannsson
977,people,2017,True,Best Original Score - Motion Picture,Justin Hurwitz
978,people,2017,False,Best Original Score - Motion Picture,Nicholas Britell
979,film,2017,False,Best Motion Picture – Non-English Language,The Salesman
980,people,2017,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Riz Ahmed
981,film,2017,True,Best Motion Picture - Animated,Zootopia
982,people,2017,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Bryan Cranston
983,film,2017,False,Best Motion Picture - Drama,Hacksaw Ridge
984,film,2017,False,Best Motion Picture - Drama,Hell or High Water
985,film,2017,False,Best Motion Picture - Drama,Lion
986,film,2017,False,Best Motion Picture - Drama,Manchester by the Sea
987,film,2017,True,Best Motion Picture - Drama,Moonlight
988,film,2017,False,Best Motion Picture – Non-English Language,Divines
989,people,2017,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell
990,people,2017,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
991,people,2017,False,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen
992,people,2017,False,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield
993,people,2017,False,Best Performance by an Actor in a Motion Picture - Drama,Joel Edgerton
994,people,2017,True,Best Performance by an Actor in a Motion Picture - Drama,Casey Affleck
995,people,2017,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Courtney Vance
996,people,2017,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",John Turturro
997,people,2017,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Tom Hiddleston
998,people,2017,False,Best Original Score - Motion Picture,Dustin O'Halloran
999,people,2017,False,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys
1000,tv-show,2017,True,Best Television Series - Drama,The Crown
1001,people,2017,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer
1002,people,2017,False,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe
1003,people,2017,True,Best Performance by an Actress In A Television Series - Drama,Claire Foy
1004,people,2017,False,Best Performance by an Actress In A Television Series - Drama,Keri Russell
1005,people,2017,False,Best Performance by an Actress In A Television Series - Drama,Winona Ryder
1006,people,2017,False,Best Performance by an Actress In A Television Series - Drama,Evan Rachel Wood
1007,people,2017,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom
1008,people,2017,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus
1009,people,2017,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker
1010,people,2017,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae
1011,people,2017,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracee Ross
1012,people,2017,True,Best Screenplay - Motion Picture,Damien Chazelle
1013,people,2017,False,Best Screenplay - Motion Picture,Tom Ford
1014,people,2017,False,Best Screenplay - Motion Picture,Barry Jenkins
1015,people,2017,False,Best Screenplay - Motion Picture,Kenneth Lonergan
1016,people,2017,False,Best Screenplay - Motion Picture,Taylor Sheridan
1017,tv-show,2017,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",American Crime
1018,tv-show,2017,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Dresser
1019,tv-show,2017,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Night Manager
1020,tv-show,2017,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Night Of
1021,tv-show,2017,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The People v. O.J. Simpson: American Crime Story
1022,tv-show,2017,False,Best Television Series - Drama,Game of Thrones
